"2009, 05, 28",SELL,RF,100
"2009, 10, 28",BUY,RF,100
"2009, 11, 04",SELL,RF,100
"2009, 10, 30",BUY,RF,100
"2009, 11, 06",SELL,RF,100
"2008, 10, 07",BUY,S,100
"2008, 10, 14",SELL,S,100
"2009, 05, 13",BUY,S,100
"2009, 05, 20",SELL,S,100
"2009, 06, 03",BUY,S,100
"2009, 06, 10",SELL,S,100
"2009, 06, 08",BUY,S,100
"2009, 06, 15",SELL,S,100
"2009, 06, 19",BUY,S,100
"2009, 06, 26",SELL,S,100
"2009, 02, 27",BUY,SLM,100
"2009, 03, 06",SELL,SLM,100
"2009, 04, 17",BUY,SLM,100
"2009, 04, 24",SELL,SLM,100
"2009, 04, 30",BUY,SLM,100
"2009, 05, 07",SELL,SLM,100
"2008, 11, 12",BUY,STX,100
"2008, 11, 19",SELL,STX,100
"2008, 11, 14",BUY,STX,100
"2008, 11, 21",SELL,STX,100
"2008, 12, 11",BUY,STX,100
"2008, 12, 18",SELL,STX,100
"2008, 12, 15",BUY,STX,100
"2008, 12, 22",SELL,STX,100
"2009, 01, 12",BUY,STX,100
"2009, 01, 20",SELL,STX,100
"2008, 10, 23",BUY,TER,100
"2008, 10, 30",SELL,TER,100
"2008, 10, 29",BUY,TER,100
"2008, 11, 05",SELL,TER,100
"2008, 11, 10",BUY,TER,100
"2008, 11, 17",SELL,TER,100
"2009, 01, 14",BUY,TER,100
"2009, 01, 22",SELL,TER,100
"2009, 01, 20",BUY,TER,100
"2009, 01, 27",SELL,TER,100
"2009, 01, 29",BUY,TER,100
"2009, 02, 05",SELL,TER,100
"2009, 02, 10",BUY,TER,100
"2009, 02, 18",SELL,TER,100
"2009, 04, 07",BUY,TER,100
"2009, 04, 15",SELL,TER,100
"2009, 04, 20",BUY,TER,100
"2009, 04, 27",SELL,TER,100
"2008, 01, 03",BUY,THC,100
"2008, 01, 10",SELL,THC,100
"2008, 02, 28",BUY,THC,100
"2008, 03, 06",SELL,THC,100
"2008, 03, 06",BUY,THC,100
"2008, 03, 13",SELL,THC,100
"2008, 03, 17",BUY,THC,100
"2008, 03, 25",SELL,THC,100
"2008, 10, 06",BUY,THC,100
"2008, 10, 13",SELL,THC,100
"2009, 11, 27",BUY,THC,100
"2009, 12, 04",SELL,THC,100
"2009, 12, 18",BUY,THC,100
"2009, 12, 28",SELL,THC,100
"2009, 03, 02",BUY,TIE,100
"2009, 03, 09",SELL,TIE,100
"2008, 11, 12",BUY,TSN,100
"2008, 11, 19",SELL,TSN,100
"2008, 11, 14",BUY,TSN,100
"2008, 11, 21",SELL,TSN,100
"2008, 11, 20",BUY,TSN,100
"2008, 11, 28",SELL,TSN,100
"2009, 03, 02",BUY,TXT,100
"2009, 03, 09",SELL,TXT,100
"2008, 11, 19",BUY,WYN,100
"2008, 11, 26",SELL,WYN,100
"2009, 02, 13",BUY,WYN,100
"2009, 02, 23",SELL,WYN,100
"2008, 10, 09",BUY,XL,100
"2008, 10, 16",SELL,XL,100
"2008, 11, 20",BUY,XL,100
"2008, 11, 28",SELL,XL,100
"2008, 12, 01",BUY,XL,100
"2008, 12, 08",SELL,XL,100
"2008, 12, 10",BUY,XL,100
"2008, 12, 17",SELL,XL,100
"2009, 03, 19",BUY,XL,100
"2009, 03, 26",SELL,XL,100
"2009, 03, 02",BUY,XRX,100
"2009, 03, 09",SELL,XRX,100
"2009, 03, 20",BUY,XRX,100
"2009, 03, 27",SELL,XRX,100
"2009, 03, 30",BUY,XRX,100
"2009, 04, 06",SELL,XRX,100
"2009, 04, 06",BUY,XRX,100
"2009, 04, 14",SELL,XRX,100
